key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
88,436,1,"真ビスマルク討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,57,58,0,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,9,2030,111,"ui/icon/112000/112104.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
89,447,1,"極ビスマルク討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,165,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,20,2031,120,"ui/icon/112000/112105.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
90,437,1,"ナイツ・オブ・ラウンド討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,142,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,9,2032,112,"ui/icon/112000/112106.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
91,448,1,"蒼天幻想 ナイツ・オブ・ラウンド討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,190,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,20,2033,122,"ui/icon/112000/112122.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
92,174,1,"クリスタルタワー：古代の民の迷宮",False,0,0,108,"ContentMemberType#4",0,0,0,0,0,50,50,50,0,True,True,True,False,False,False,0,True,False,True,False,False,False,True,"",5,14,3001,1,"ui/icon/112000/112033.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
93,241,1,"大迷宮バハムート：邂逅編1",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,70,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3002,4,"ui/icon/112000/112043.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,242,1,"大迷宮バハムート：邂逅編2",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,73,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3003,5,"ui/icon/112000/112044.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,243,1,"大迷宮バハムート：邂逅編3",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,70,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3004,6,"ui/icon/112000/112045.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,244,1,"大迷宮バハムート：邂逅編4",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,77,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3005,7,"ui/icon/112000/112046.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,245,1,"大迷宮バハムート：邂逅編5",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,82,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3006,8,"ui/icon/112000/112047.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,355,1,"大迷宮バハムート：侵攻編1",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,90,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3007,9,"ui/icon/112000/112038.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,356,1,"大迷宮バハムート：侵攻編2",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,95,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3008,10,"ui/icon/112000/112039.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,357,1,"大迷宮バハムート：侵攻編3",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,100,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3009,11,"ui/icon/112000/112040.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,358,1,"大迷宮バハムート：侵攻編4",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3010,12,"ui/icon/112000/112041.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,372,1,"クリスタルタワー：シルクスの塔",False,0,0,108,"ContentMemberType#4",0,0,0,0,0,50,50,70,0,True,True,True,False,False,False,0,True,False,True,False,False,False,True,"",5,14,3011,2,"ui/icon/112000/112061.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
103,380,1,"大迷宮バハムート零式：侵攻編1",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,12,3012,17,"ui/icon/112000/112038.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,381,1,"大迷宮バハムート零式：侵攻編2",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,12,3013,18,"ui/icon/112000/112039.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,382,1,"大迷宮バハムート零式：侵攻編3",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,12,3014,19,"ui/icon/112000/112040.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,383,1,"大迷宮バハムート零式：侵攻編4",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,105,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,12,3015,20,"ui/icon/112000/112041.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,193,1,"大迷宮バハムート：真成編1",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,110,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3016,13,"ui/icon/112000/112069.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,194,1,"大迷宮バハムート：真成編2",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,115,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3017,14,"ui/icon/112000/112070.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,195,1,"大迷宮バハムート：真成編3",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,120,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3018,15,"ui/icon/112000/112071.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,196,1,"大迷宮バハムート：真成編4",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,50,50,123,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,10,3019,16,"ui/icon/112000/112072.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,151,1,"クリスタルタワー：闇の世界",False,0,0,108,"ContentMemberType#4",0,0,0,0,0,50,50,90,0,True,True,True,False,False,False,0,True,False,True,False,False,False,True,"",5,14,3020,3,"ui/icon/112000/112079.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
112,442,1,"機工城アレキサンダー：起動編1",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3021,40,"ui/icon/112000/112095.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
113,443,1,"機工城アレキサンダー：起動編2",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3022,41,"ui/icon/112000/112096.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
114,444,1,"機工城アレキサンダー：起動編3",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3023,42,"ui/icon/112000/112097.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
115,445,1,"機工城アレキサンダー：起動編4",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,170,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3024,43,"ui/icon/112000/112098.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
116,449,1,"機工城アレキサンダー零式：起動編1",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,190,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3025,52,"ui/icon/112000/112099.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,450,1,"機工城アレキサンダー零式：起動編2",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,195,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3026,53,"ui/icon/112000/112100.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,451,1,"機工城アレキサンダー零式：起動編3",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3027,54,"ui/icon/112000/112101.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,452,1,"機工城アレキサンダー零式：起動編4",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3028,55,"ui/icon/112000/112102.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,508,1,"魔航船ヴォイドアーク",False,1,0,108,"ContentMemberType#4",0,0,0,0,0,60,60,175,0,True,True,True,False,False,False,0,True,False,True,False,False,False,True,"",5,15,3029,30,"ui/icon/112000/112118.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
121,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,376,1,"外縁遺跡群 (制圧戦)",True,0,0,110,"ContentMemberType#7",0,0,0,0,0,30,70,0,0,False,True,False,False,False,False,0,True,False,True,False,False,False,True,"",6,3,4007,100,"ui/icon/112000/112064.tex",0,-1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
128,149,1,"★ザ・フィースト (4対4 / 固定ライトパーティ専用)",True,0,0,110,"ContentMemberType#6",1,0,0,0,0,30,70,0,0,False,False,False,False,False,False,0,True,False,True,False,False,False,True,"",6,2,4008,999,"ui/icon/112000/112140.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,431,1,"シールロック (争奪戦)",True,1,0,110,"ContentMemberType#7",0,0,0,0,0,30,70,0,0,False,True,False,False,False,False,0,True,False,True,False,False,False,True,"",6,3,4010,102,"ui/icon/112000/112108.tex",0,-1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
131,512,2,"監獄廃墟 トトラクの千獄",False,1,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,True,1,False,False,True,False,False,False,True,"",23,0,6001,1,"ui/icon/112000/112119.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,514,2,"地下霊殿 タムタラの墓所",False,1,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,True,1,False,False,True,False,False,False,True,"",23,0,6002,2,"ui/icon/112000/112120.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,515,2,"封鎖坑道 カッパーベル銅山",False,1,0,108,"ContentMemberType#16",0,0,1,67205,0,60,0,179,0,True,True,True,False,False,True,1,False,False,True,False,False,False,True,"",23,0,6003,3,"ui/icon/112000/112121.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,517,1,"魔神セフィロト討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,190,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,9,2034,114,"ui/icon/112000/112126.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
135,524,1,"極魔神セフィロト討滅戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,20,2035,124,"ui/icon/112000/112127.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
136,520,1,"機工城アレキサンダー：律動編1",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3030,44,"ui/icon/112000/112128.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,521,1,"機工城アレキサンダー：律動編2",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3031,45,"ui/icon/112000/112129.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
138,522,1,"機工城アレキサンダー：律動編3",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3032,46,"ui/icon/112000/112130.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
139,523,1,"機工城アレキサンダー：律動編4",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,11,3033,47,"ui/icon/112000/112131.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
140,519,1,"神聖遺跡 古アムダプール市街 (Hard)",False,1,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,180,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",2,7,42,51,"ui/icon/112000/112124.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
141,516,1,"星海観測 逆さの塔 ",False,1,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,180,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",2,7,43,50,"ui/icon/112000/112125.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
142,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,525,1,"ザ・フィースト (4対4 / カジュアルマッチ)",True,0,0,110,"ContentMemberType#6",3,1,0,0,0,30,70,0,0,False,False,False,False,False,False,0,False,False,True,False,False,False,True,"",6,2,4012,8,"ui/icon/112000/112223.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,527,1,"ザ・フィースト (4対4 / ランクマッチ)",True,0,0,110,"ContentMemberType#6",3,1,0,0,0,30,70,0,0,False,False,False,True,True,False,0,False,False,True,False,False,False,True,"",6,1,4014,0,"ui/icon/112000/112218.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,0,0,"",False,0,0,0,"ContentMemberType#0",0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,0,False,False,False,False,False,False,False,"",0,0,0,0,"ui/icon/000000/000000.tex",0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,529,1,"機工城アレキサンダー零式：律動編1",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,215,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3034,56,"ui/icon/112000/112132.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,530,1,"機工城アレキサンダー零式：律動編2",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,220,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3035,57,"ui/icon/112000/112133.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,531,1,"機工城アレキサンダー零式：律動編3",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,225,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3036,58,"ui/icon/112000/112134.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,532,1,"機工城アレキサンダー零式：律動編4",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,225,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",5,13,3037,59,"ui/icon/112000/112135.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,537,1,"範囲攻撃を避けよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,538,1,"コンボで敵視を集めよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,539,1,"実戦でコンボに挑戦しよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,540,1,"複数の敵から敵視を集めよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,541,1,"実戦で複数の敵と戦ってみよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,542,1,"遠距離から敵視を集めよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,543,1,"敵の増援に対応しよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,544,1,"味方と協力して敵を倒そう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,545,1,"味方が引きつけている敵を倒そう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,546,1,"敵の攻撃を避けながら戦おう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,547,1,"敵の増援に対応しよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,548,1,"ギミックを活用して戦おう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,549,1,"味方を回復しよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,550,1,"複数の味方を回復しよう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,551,1,"敵の攻撃を避けながら戦おう！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,552,1,"最終訓練！",False,0,0,108,"ContentMemberType#1",0,0,0,0,0,15,15,0,5,False,False,True,False,False,False,0,False,False,True,False,False,False,True,"",20,0,0,0,"ui/icon/112000/112141.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,533,1,"四国合同演習",False,1,0,108,"ContentMemberType#1",0,0,0,0,0,1,60,0,0,False,False,True,False,False,False,0,False,False,False,False,False,False,True,"",7,0,0,0,"ui/icon/112000/112145.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,556,1,"禁忌都市マハ",False,1,0,108,"ContentMemberType#4",0,0,0,0,0,60,60,205,0,True,True,True,False,False,False,0,True,False,True,False,False,False,True,"",5,15,3038,31,"ui/icon/112000/112162.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
169,559,1,"ニーズヘッグ征竜戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,205,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,9,2036,113,"ui/icon/112000/112160.tex",0,-1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
170,566,1,"極ニーズヘッグ征竜戦",False,1,0,108,"ContentMemberType#3",0,0,0,0,0,60,60,220,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",4,20,2037,123,"ui/icon/112000/112161.tex",0,-1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
171,555,1,"天竜宮殿 ソール・カイ",False,1,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",2,7,44,52,"ui/icon/112000/112163.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
172,557,1,"黒渦伝説 ハルブレーカー・アイル (Hard)",False,1,0,108,"ContentMemberType#2",0,0,0,0,0,60,60,200,0,True,True,True,False,False,True,0,True,False,True,False,False,False,True,"",2,7,45,53,"ui/icon/112000/112164.tex",0,-1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
173,560,1,"レグラ・ヴァン・ヒュドルス追撃戦",False,1,0,108,"ContentMemberType#1",0,0,0,0,0,1,60,0,0,False,False,True,False,False,False,0,False,False,False,False,False,False,True,"",7,0,0,0,"ui/icon/000000/000000.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,561,1,"死者の宮殿 B1～B10",False,0,0,108,"ContentMemberType#11",0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,0,False,False,True,False,False,False,True,"",21,0,5001,0,"ui/icon/112000/112166.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,562,1,"死者の宮殿 B11～B20",False,0,0,108,"ContentMemberType#11",0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,0,False,False,True,False,False,False,True,"",21,0,5002,0,"ui/icon/112000/112167.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,563,1,"死者の宮殿 B21～B30",False,0,0,108,"ContentMemberType#11",0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,0,False,False,True,False,False,False,True,"",21,0,5003,0,"ui/icon/112000/112168.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,564,1,"死者の宮殿 B31～B40",False,0,0,108,"ContentMemberType#11",0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,0,False,False,True,False,False,False,True,"",21,0,5004,0,"ui/icon/112000/112169.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,565,1,"死者の宮殿 B41～B50",False,0,0,108,"ContentMemberType#11",0,0,0,0,0,1,0,0,0,True,True,True,False,False,False,0,False,False,True,False,False,False,True,"",21,0,5005,0,"ui/icon/112000/112170.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,558,1,"宝物庫 アクアポリス",False,0,0,108,"ContentMemberType#3",0,0,0,0,0,1,60,0,180,True,False,True,False,False,False,0,False,False,False,False,True,False,True,"",9,0,9001,0,"ui/icon/000000/000000.tex",0,-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
